,poisonous,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
298,0,f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
299,1,x,y,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,g
300,0,x,others,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,a,g
301,0,others,y,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,g
302,0,x,s,y,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
303,0,others,y,w,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,g
304,0,x,y,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,g
305,0,x,others,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,y,d
306,0,others,y,w,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,others
307,0,x,s,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,others
308,0,f,y,n,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,k,y,g
309,0,x,others,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
310,0,x,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,g
311,1,x,y,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g
312,0,x,y,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,g
313,0,x,others,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
314,0,others,s,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,g
315,1,x,y,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,v,u
316,0,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
317,0,x,y,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,others
318,0,x,others,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
319,0,f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
320,0,x,y,y,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,others
321,0,f,others,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,others,v,d
322,0,x,s,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,g
323,0,others,y,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,others
324,0,x,y,n,t,l,f,c,b,p,e,others,s,others,w,w,w,o,p,n,s,p
325,0,others,y,w,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,g
326,0,x,s,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,n,s,others
327,1,x,y,n,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
328,0,others,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,g
329,0,others,y,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,g
330,1,x,y,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,u
331,0,others,s,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,others
332,0,others,y,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,n,n,others
333,0,others,y,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,g
334,0,x,y,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,g
335,0,x,others,n,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,y,d
336,0,x,y,n,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,k,y,g
337,0,others,s,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,n,s,g
338,0,x,others,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u
339,0,x,y,n,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,y,g
340,0,x,s,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,g
341,0,others,y,w,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,g
342,0,x,s,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,others
343,0,f,others,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
344,0,others,y,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,g
345,0,x,others,n,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,n,a,g
346,0,x,others,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
347,0,x,s,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,n,n,others
348,0,f,s,g,f,n,f,w,b,n,t,e,s,others,w,w,w,o,e,k,s,g
349,0,x,others,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,y,u
350,0,f,s,g,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,n,a,g
351,0,f,y,n,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,s,p
352,0,others,y,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,g
353,0,others,s,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,s,others
354,0,x,y,y,t,l,f,c,b,w,e,others,s,others,w,w,w,o,p,k,s,p
355,0,others,others,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u
356,0,f,y,n,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,y,p
357,1,x,y,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,u
358,0,x,y,y,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,y,p
359,0,x,y,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,g
360,0,x,others,n,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,n,s,g
361,0,x,others,n,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,a,g
362,0,f,s,n,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,a,g
363,0,f,y,n,t,a,f,c,b,n,e,others,s,others,w,w,w,o,p,n,s,p
364,0,x,s,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,g
365,0,f,others,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
366,0,x,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,n,s,p
367,0,x,others,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,others,v,d
368,0,others,y,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,g
369,0,x,others,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,s,g
370,0,x,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,n,s,g
371,0,f,y,n,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,y,g
372,0,x,s,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,others
373,0,others,others,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u
374,0,x,s,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,s,others
375,0,others,s,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,g
376,0,others,others,n,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,k,y,u
377,0,others,y,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,n,n,others
378,0,x,y,y,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,n,n,g
379,0,others,y,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,g
380,1,x,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,s,u
381,0,x,s,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,n,s,g
382,0,x,y,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,others
383,0,others,s,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,g
384,0,x,others,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,y,d
385,1,x,s,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,u
386,0,x,y,n,t,l,f,c,b,w,e,others,s,others,w,w,w,o,p,k,y,p
387,0,x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g
388,0,others,y,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,others
389,0,x,s,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,n,others
390,0,others,s,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,n,s,others
391,0,x,s,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,others
392,0,others,y,w,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,n,n,g
393,0,x,others,g,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,n,v,u
394,0,f,y,n,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,k,s,g
395,0,x,others,g,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,n,a,g
396,0,x,s,w,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,n,n,others
397,0,x,y,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,others
398,0,x,others,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u
399,1,x,s,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u
400,0,others,y,w,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,n,n,g
401,0,others,y,w,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,others
402,1,x,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u
403,0,others,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,others
404,0,x,s,w,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,others
405,0,x,y,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,others
406,0,others,y,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,n,n,g
407,0,x,s,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,others
408,0,x,s,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,g
409,0,x,y,n,t,l,f,c,b,w,e,others,s,others,w,w,w,o,p,n,y,p
410,0,x,s,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,others
411,0,x,s,n,f,n,f,w,b,n,t,e,others,others,w,w,w,o,e,k,s,g
412,0,x,y,n,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,n,s,p
413,0,x,y,y,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,y,g
414,1,x,y,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,v,g
415,0,others,y,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,n,g
416,0,x,others,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,others,v,d
417,1,x,s,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,u
418,0,x,y,y,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,g
419,0,f,others,g,f,n,f,w,b,h,t,e,others,others,w,w,w,o,e,n,a,g
420,0,x,y,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,g
421,0,others,y,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,others
422,1,x,y,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,u
423,0,f,y,n,t,l,f,c,b,w,e,others,s,others,w,w,w,o,p,k,s,g
424,0,x,s,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,n,n,others
425,0,x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
426,0,f,y,n,t,a,f,c,b,n,e,others,s,others,w,w,w,o,p,n,y,p
427,0,others,s,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,n,others
428,0,x,s,w,f,n,f,w,b,p,t,e,others,others,w,w,w,o,e,k,a,g
429,0,f,others,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
430,0,x,y,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,g
431,0,x,y,y,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,n,y,g
432,0,others,s,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,g
433,0,others,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,g
434,0,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
435,0,others,s,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,others
436,0,x,others,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,others,v,d
437,0,x,y,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,others
438,0,others,y,y,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,n,n,others
439,0,x,y,n,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,y,p
440,0,x,y,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,others
441,0,x,y,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,others
442,0,x,y,y,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,k,y,p
443,0,x,y,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,others
444,0,x,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,others
445,0,x,y,n,t,l,f,c,b,p,e,others,s,others,w,w,w,o,p,k,s,g
446,0,x,s,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,n,n,g
447,0,f,y,n,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,s,g
448,0,others,s,w,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,others
449,0,x,others,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,y,d
450,0,x,y,w,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,others
451,0,others,s,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,g
452,0,others,s,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,others
453,0,x,others,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
454,0,others,s,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,others
455,0,x,s,g,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,k,a,g
456,0,others,s,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,n,g
457,0,others,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,others
458,0,f,y,y,t,a,f,c,b,n,e,others,s,others,w,w,w,o,p,k,y,p
459,0,f,y,n,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,n,y,p
460,0,x,s,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,others
461,0,f,y,y,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,n,s,g
462,0,others,s,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,g
463,0,x,y,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,n,others
464,0,x,others,n,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,k,v,u
465,0,f,y,n,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,y,g
466,0,x,s,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,others
467,0,x,s,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,g
468,0,others,y,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,g
469,0,f,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,n,s,p
470,0,x,y,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,g
471,0,x,y,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,others
472,0,f,others,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,others,v,d
473,0,others,others,g,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,k,y,u
474,0,f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
475,0,f,others,g,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,k,y,u
476,0,x,others,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u
477,0,others,y,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,n,g
478,0,x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
479,0,others,y,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,others
480,0,others,y,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,s,others
481,0,others,y,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,g
482,0,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,others,v,d
483,0,f,others,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,u
484,0,f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
485,0,f,y,y,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,k,y,g
486,0,x,y,w,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,others
487,0,others,others,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u
488,0,x,y,n,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,s,p
489,0,x,y,n,t,a,f,c,b,n,e,others,s,others,w,w,w,o,p,k,s,p
490,0,f,others,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,others,v,d
491,1,f,s,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,g
492,1,x,s,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,v,u
493,0,f,y,n,t,l,f,c,b,w,e,others,s,others,w,w,w,o,p,n,s,p
494,0,x,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,k,s,g
495,0,others,s,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,n,others
496,0,f,others,w,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,a,g
497,0,f,y,n,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,s,g
498,0,x,y,w,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,n,s,g
499,0,others,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,others
500,0,x,s,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,n,g
501,0,others,y,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,g
502,0,x,s,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,others
503,0,others,s,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,others
504,0,others,y,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,g
505,1,x,s,n,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g
506,0,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,n,s,g
507,0,f,s,n,f,n,f,w,b,p,t,e,others,s,w,w,w,o,e,n,a,g
508,0,x,others,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
509,0,f,others,g,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u
510,0,f,others,n,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,n,y,u
511,0,others,y,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,s,g
512,0,x,others,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,others,v,d
513,0,others,others,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
514,0,x,others,n,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,n,v,u
515,0,x,others,w,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,a,g
516,0,x,y,n,t,l,f,c,b,n,e,others,s,others,w,w,w,o,p,k,y,p
517,0,others,s,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,g
518,0,x,y,w,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,k,s,g
519,0,x,y,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,n,g
520,0,x,s,w,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,others
521,0,others,s,w,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,g
522,0,f,y,y,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,n,y,p
523,1,x,s,n,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,u
524,0,f,others,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,y,u
525,0,others,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,g
526,0,f,y,n,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,n,s,p
527,0,x,s,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,others
528,0,x,others,n,f,n,f,c,n,others,e,e,s,s,w,w,w,o,p,k,y,u
529,0,f,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,n,y,p
530,0,x,y,n,t,a,f,c,b,n,e,others,s,others,w,w,w,o,p,n,y,p
531,0,x,s,w,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,g
532,1,x,y,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,g
533,0,f,y,n,t,l,f,c,b,w,e,others,s,others,w,w,w,o,p,k,y,p
534,1,f,s,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,g
535,0,x,others,w,f,n,f,w,b,others,t,e,others,s,w,w,w,o,e,k,s,g
536,0,others,y,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,s,others
537,0,others,others,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
538,0,x,y,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,others
539,0,f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,others,v,d
540,0,x,s,y,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,s,others
541,0,f,others,g,f,n,f,w,b,p,t,e,s,others,w,w,w,o,e,k,s,g
542,1,x,y,w,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g
543,0,x,y,y,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,k,s,g
544,0,f,others,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,k,a,g
545,0,x,s,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,s,others
546,0,others,y,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,others
547,0,f,others,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u
548,0,x,others,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,others,v,d
549,0,x,s,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,others
550,0,f,others,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u
551,0,x,others,g,f,n,f,w,b,h,t,e,others,s,w,w,w,o,e,n,s,g
552,0,x,y,y,t,l,f,c,b,p,e,others,s,others,w,w,w,o,p,k,s,p
553,0,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
554,0,x,s,y,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,k,s,g
555,0,f,y,y,t,a,f,c,b,p,e,others,s,others,w,w,w,o,p,k,y,p
556,1,x,y,n,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,v,u
557,0,x,others,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,others,v,d
558,0,x,s,w,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,g
559,0,x,y,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,others
560,0,others,s,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,s,g
561,0,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,others,v,d
562,0,x,s,y,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,others,v,d
563,0,x,others,w,f,n,f,w,b,n,t,e,others,s,w,w,w,o,e,k,s,g
564,0,others,s,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,others
565,1,x,y,w,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,k,v,g
566,0,x,y,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,g
567,0,f,s,g,f,n,f,w,b,others,t,e,s,others,w,w,w,o,e,k,s,g
568,1,x,s,n,t,others,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,g
569,0,others,y,w,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,others
570,0,x,s,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,others
571,0,f,others,y,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
572,0,x,s,y,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,g
573,0,others,y,w,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,k,n,g
574,0,x,y,n,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,n,y,g
575,0,x,s,y,t,l,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,g
576,0,x,others,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u
577,0,x,s,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,n,s,g
578,0,x,y,y,t,l,f,c,b,w,e,others,s,others,w,w,w,o,p,n,y,g
579,1,x,s,n,t,others,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,g
580,0,x,s,w,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,n,n,others
581,0,x,s,y,t,a,f,c,b,w,e,others,s,s,w,w,w,o,p,n,s,others
582,0,x,y,w,t,l,f,c,b,others,e,others,s,s,w,w,w,o,p,k,n,g
583,0,x,y,y,t,a,f,c,b,n,e,others,s,others,w,w,w,o,p,n,y,g
584,0,f,y,y,t,a,f,c,b,w,e,others,s,others,w,w,w,o,p,k,s,g
585,0,x,y,w,t,a,f,c,b,others,e,others,s,s,w,w,w,o,p,n,s,others
586,0,others,others,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,v,u
587,0,f,others,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,y,u
588,0,others,others,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,v,u
589,0,x,y,w,t,a,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,others
590,1,x,s,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,k,s,u
591,0,x,s,g,f,n,f,w,b,h,t,e,s,others,w,w,w,o,e,k,s,g
592,0,x,y,y,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,g
593,1,x,y,w,t,others,f,c,n,others,e,e,s,s,w,w,w,o,p,n,s,g
594,0,x,s,y,t,a,f,c,b,g,e,others,s,s,w,w,w,o,p,k,n,others
595,1,x,s,n,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
596,0,others,s,y,t,l,f,c,b,n,e,others,s,s,w,w,w,o,p,k,n,others
597,0,others,y,w,t,l,f,c,b,g,e,others,s,s,w,w,w,o,p,k,s,others
598,1,x,y,w,t,others,f,c,n,p,e,e,s,s,w,w,w,o,p,n,s,g
